full_text,image_url,ocr_text,combined_text,processed_combined_text,pred_network,pred_body,pred_display,pred_platform,pred_performance,pred_memory,pred_camera,pred_sound,pred_communications,pred_features,pred_battery,pred_accessories
"Produk yang luar biasa dan fitur yang mengagumkan, zoom tak tertandingi

Tampilan yang luar biasa dan masa pakai baterai yang baik. S pen adalah master di liganya sendiri.

Saat menempelkan pelindung layar, pastikan lem tidak bocor ke speaker atau modul S pen karena dapat menimbulkan masalah

Untuk memanfaatkan penawaran

Silakan buka

Akun
Kupon
Semua hadiah dan gulir ke bawah

Anda akan mendapatkan penawaran yang disebutkan dan Anda dapat memesannya jika Anda memenuhi syarat

Selamat berbelanja",,,"Produk yang luar biasa dan fitur yang mengagumkan, zoom tak tertandingi

Tampilan yang luar biasa dan masa pakai baterai yang baik. S pen adalah master di liganya sendiri.

Saat menempelkan pelindung layar, pastikan lem tidak bocor ke speaker atau modul S pen karena dapat menimbulkan masalah

Untuk memanfaatkan penawaran

Silakan buka

Akun
Kupon
Semua hadiah dan gulir ke bawah

Anda akan mendapatkan penawaran yang disebutkan dan Anda dapat memesannya jika Anda memenuhi syarat

Selamat berbelanja ",fitur kagum zoom tanding tampil pakai baterai sih pengin master liga tempel lindung layar pasti lem bocor speaker modul sih pengin timbul manfaat tawar sila buka akun kupon hadiah gulir tawar mes penuh syarat selamat belanja,0,0,0,0,0,0,0,0,0,0,0,0
"Saya memesan produk ini selama periode prapemesanan, menukar OP6 lama saya.

Produknya bagus, penjual mengirimkannya tepat waktu. Proses penukaran dengan Flipkart juga bagus. Setelah periode pengembalian, saya juga mendapatkan Galaxy Buds 2 dan Watch 4 Classic.

Kualitas kameranya sangat bagus, daya tahan baterainya juga bagus. Saya mendapatkan sekitar 10 jam SOT, dan total waktu pengisian ulang baterainya 24 jam.

OneUI adalah salah satu pengalaman Android terbaik yang bisa Anda dapatkan.

Secara keseluruhan, ini adalah penawaran yang bagus.",,,"Saya memesan produk ini selama periode prapemesanan, menukar OP6 lama saya.

Produknya bagus, penjual mengirimkannya tepat waktu. Proses penukaran dengan Flipkart juga bagus. Setelah periode pengembalian, saya juga mendapatkan Galaxy Buds 2 dan Watch 4 Classic.

Kualitas kameranya sangat bagus, daya tahan baterainya juga bagus. Saya mendapatkan sekitar 10 jam SOT, dan total waktu pengisian ulang baterainya 24 jam.

OneUI adalah salah satu pengalaman Android terbaik yang bisa Anda dapatkan.

Secara keseluruhan, ini adalah penawaran yang bagus. ",mes periode prapemesanan tukar op6 produk bagus jual kirim proses tukar flipkart bagus periode kembali galaxy buds watch classic kualitas kamera bagus daya tahan baterai bagus jam sot total isi ulang baterai jam oneui salah alam android baik dapat tawar bagus,0,0,0,0,0,0,0,0,0,0,0,0
"Ponsel ini memiliki kualitas kamera yang luar biasa
S Pen menjadi daya tarik tersendiri bagi pengguna yang sangat aktif. Dan kualitas layarnya juga terbaik...baterainya bisa lebih baik dibandingkan dengan iPhone
Secara keseluruhan, perangkat ini sangat cepat...harganya memang mahal, tetapi sepadan dengan penawaran yang diberikanð¤©ð¤©",,,"Ponsel ini memiliki kualitas kamera yang luar biasa
S Pen menjadi daya tarik tersendiri bagi pengguna yang sangat aktif. Dan kualitas layarnya juga terbaik...baterainya bisa lebih baik dibandingkan dengan iPhone
Secara keseluruhan, perangkat ini sangat cepat...harganya memang mahal, tetapi sepadan dengan penawaran yang diberikanð¤©ð¤© ",ponsel milik kualitas kamera sih pengin daya tarik sendiri guna aktif kualitas layar terbaikbaterainya banding perangkat cepatharganya mahal padan tawar,0,0,0,0,0,0,0,0,0,0,0,0
Yang terbaik dari yang terbaik. S23 Ultra adalah ponsel terbaik di dunia saat ini.,,,Yang terbaik dari yang terbaik. S23 Ultra adalah ponsel terbaik di dunia saat ini. ,baik baik s23 ultra ponsel baik dunia,0,0,0,0,0,0,1,0,0,0,0,0
"Saya bersyukur kepada Tuhan yang Maha Esa karena telah mengizinkan saya membeli perangkat impian andalan pertama saya. Perangkat ini bekerja seperti mentega paling lembut yang pernah saya lihat. Anda meletakkan apa pun di atasnya, dan perangkat ini akan bekerja dengan sangat baik.",,,"Saya bersyukur kepada Tuhan yang Maha Esa karena telah mengizinkan saya membeli perangkat impian andalan pertama saya. Perangkat ini bekerja seperti mentega paling lembut yang pernah saya lihat. Anda meletakkan apa pun di atasnya, dan perangkat ini akan bekerja dengan sangat baik. ",syukur tuhan maha esa izin beli perangkat impi andal perangkat mentega lembut lihat letak atas perangkat,0,0,0,0,0,0,0,0,0,0,0,0
"Ponsel yang fantastis dalam segala hal. Ini adalah Android terbaik di pasaran tanpa diragukan lagi dan saya merasa ini jauh lebih baik daripada iPhone terbaru dalam hal kualitas dan fitur.
Mencatat pengamatan saya setelah 2 minggu penggunaan
Kelebihan
1) Kamera yang fantastis dengan fitur super zoom yang dapat memperbesar dan mengambil foto berkualitas tinggi dari jarak jauh. Performa kamera luar biasa dalam cahaya redup dan Anda juga dapat mengambil foto Raw berkualitas tinggi
2) Tampilan (2k plus) dan kualitas suara luar biasa. Anda tidak dapat melakukan ini...
BACA SELENGKAPNYA",,,"Ponsel yang fantastis dalam segala hal. Ini adalah Android terbaik di pasaran tanpa diragukan lagi dan saya merasa ini jauh lebih baik daripada iPhone terbaru dalam hal kualitas dan fitur.
Mencatat pengamatan saya setelah 2 minggu penggunaan
Kelebihan
1) Kamera yang fantastis dengan fitur super zoom yang dapat memperbesar dan mengambil foto berkualitas tinggi dari jarak jauh. Performa kamera luar biasa dalam cahaya redup dan Anda juga dapat mengambil foto Raw berkualitas tinggi
2) Tampilan (2k plus) dan kualitas suara luar biasa. Anda tidak dapat melakukan ini...
BACA SELENGKAPNYA ",ponsel fantastis android baik pasar ragu baru kualitas fitur catat amat minggu guna lebih kamera fantastis fitur super zoom besar ambil foto kualitas jarak performa kamera cahaya redup ambil foto raw kualitas tampil plus kualitas suara baca lengkap,0,0,0,0,0,0,2,0,0,0,0,0
Produknya bagus sekali tetapi layanan Flipkart tidak. Saya tidak bisa mendapatkan penawaran yang ditawarkan bersama ponsel tersebut. Mohon berikan panduan kepada pelanggan dengan cara yang tepat untuk mendapatkan Buds dan Watch dengan harga penawaran setelah membeli ponsel tersebut.,,,Produknya bagus sekali tetapi layanan Flipkart tidak. Saya tidak bisa mendapatkan penawaran yang ditawarkan bersama ponsel tersebut. Mohon berikan panduan kepada pelanggan dengan cara yang tepat untuk mendapatkan Buds dan Watch dengan harga penawaran setelah membeli ponsel tersebut. ,produk bagus layan flipkart tawar tawar ponsel mohon pandu langgan buds watch harga tawar beli ponsel,0,0,0,0,0,0,1,0,0,0,0,0
"Luar biasa, tampilannya bagus dan khususnya terasa seperti kami memiliki mobil Mercedes. Perasaan dan sentuhan tidak akan pernah bisa dijelaskan. Saya harap kalian semua mengerti apa yang saya maksud? Singkatnya wow ð luar biasa",,,"Luar biasa, tampilannya bagus dan khususnya terasa seperti kami memiliki mobil Mercedes. Perasaan dan sentuhan tidak akan pernah bisa dijelaskan. Saya harap kalian semua mengerti apa yang saya maksud? Singkatnya wow ð luar biasa ",tampil bagus milik mobil mercedes asa sentuh harap erti maksud singkat wow,0,0,0,0,0,0,0,0,0,0,0,0
Semuanya baik-baik saja di telepon kecuali beberapa masalah pemanasan yang juga memengaruhi cadangan baterai,,,Semuanya baik-baik saja di telepon kecuali beberapa masalah pemanasan yang juga memengaruhi cadangan baterai ,baikbaik telepon kecuali panas pengaruh cadang baterai,0,0,0,0,0,0,0,0,0,0,0,0
"Salah satu ponsel dengan kamera terbaik ð¤³ ð±
#samsung galaxy s23 ultra ð¯ ð¤",,,"Salah satu ponsel dengan kamera terbaik ð¤³ ð±
#samsung galaxy s23 ultra ð¯ ð¤ ",salah ponsel kamera baik galaxy s23 ultra,0,0,0,0,0,0,1,0,0,0,0,0
"Salah satu ponsel dengan kamera terbaik ð¤³ ð±
#samsung galaxy s23 ultra ð¯ ð¤",,,"Salah satu ponsel dengan kamera terbaik ð¤³ ð±
#samsung galaxy s23 ultra ð¯ ð¤ ",salah ponsel kamera baik galaxy s23 ultra,0,0,0,0,0,0,1,0,0,0,0,0
Kamera hebat dan desain terbaik.,,,Kamera hebat dan desain terbaik. ,kamera hebat desain baik,0,0,0,0,0,0,0,0,0,0,0,0
Jangan membeli dari Flipkart karena pertama-tama mereka tidak akan menyebutkan dengan jelas cara memanfaatkan manfaat jam tangan dan kuncup dan karena saya tidak dapat memanfaatkan penawaran satu bintang bukan untuk perangkat itu untuk Flipkart,,,Jangan membeli dari Flipkart karena pertama-tama mereka tidak akan menyebutkan dengan jelas cara memanfaatkan manfaat jam tangan dan kuncup dan karena saya tidak dapat memanfaatkan penawaran satu bintang bukan untuk perangkat itu untuk Flipkart ,beli flipkart pertamatama manfaat manfaat jam tangan kuncup manfaat tawar bintang perangkat flipkart,0,0,0,0,0,0,0,0,0,0,0,0
"Performa Luar Biasa, Luar Biasa, iPhone 14 Pro Max yang Kalah, Samsung S23 Ultra ~ Android Blaster yang Terhebat ð",,,"Performa Luar Biasa, Luar Biasa, iPhone 14 Pro Max yang Kalah, Samsung S23 Ultra ~ Android Blaster yang Terhebat ð ",performa kalah s23 ultra android blaster hebat,0,0,0,0,0,0,0,0,0,0,0,0
"Ponsel pintar ini benar-benar hebat ð
Saya beralih ke ponsel Samsung setelah sekian lama tidak menggunakan Note 5.
Desainnya benar-benar mengagumkan dan sangat nyaman digenggam. Sisi yang sedikit lebih berat memang diharapkan, seperti judulnya yang mengatakan hebat.
Layar terbaik di pasaran adalah poin pertama yang membuat saya tertarik dengan ponsel ini.
Poin kedua yang saya suka dari ponsel ini adalah masa pakai baterainya yang luar biasa, meskipun layarnya sangat besar dan indah, ia dapat bertahan 8-9 jam penggunaan layar, yang sungguh menakjubkan.
UI yang indah dan lancar
Sejauh ini ...
BACA SELENGKAPNYA",,,"Ponsel pintar ini benar-benar hebat ð
Saya beralih ke ponsel Samsung setelah sekian lama tidak menggunakan Note 5.
Desainnya benar-benar mengagumkan dan sangat nyaman digenggam. Sisi yang sedikit lebih berat memang diharapkan, seperti judulnya yang mengatakan hebat.
Layar terbaik di pasaran adalah poin pertama yang membuat saya tertarik dengan ponsel ini.
Poin kedua yang saya suka dari ponsel ini adalah masa pakai baterainya yang luar biasa, meskipun layarnya sangat besar dan indah, ia dapat bertahan 8-9 jam penggunaan layar, yang sungguh menakjubkan.
UI yang indah dan lancar
Sejauh ini ...
BACA SELENGKAPNYA ",ponsel pintar benarbenar hebat alih ponsel sekian note desain benarbenar kagum nyaman genggam sisi berat harap judul hebat layar baik pasar poin tarik ponsel poin suka ponsel pakai baterai layar indah tahan jam guna layar sungguh takjub ui indah lancar baca lengkap,0,0,2,0,0,0,0,0,0,0,0,0
Pengalaman buruk dengan Flipkart. Mereka benar-benar menipu pelanggan. Penawarannya adalah paket untuk Buds dan Watch. Namun sekarang Flipkart mengatakan bahwa kita hanya dapat membeli salah satu dari keduanya. Ini benar-benar curang. Ini harus diselesaikan di pengadilan konsumen.,,,Pengalaman buruk dengan Flipkart. Mereka benar-benar menipu pelanggan. Penawarannya adalah paket untuk Buds dan Watch. Namun sekarang Flipkart mengatakan bahwa kita hanya dapat membeli salah satu dari keduanya. Ini benar-benar curang. Ini harus diselesaikan di pengadilan konsumen. ,alam buruk flipkart benarbenar tipu langgan tawar paket buds watch flipkart beli salah benarbenar curang selesai adil konsumen,0,0,0,0,0,0,0,0,0,0,0,0
"Kamera dan daya tahan baterai yang luar biasa.... Diupgrade dari Samsung Note 9 ke Pixel 6 Pro dan Akhirnya ke S23 Ultra...
Sangat senang dengan pembelian ini... Jepretan malam hari sangat bagus dibandingkan dengan Pixel....
Daya tahan baterainya luar biasa... Dengan wifi, saya mendapatkan waktu layar menyala sekitar 7-8 jam pada penggunaan berat...
Menggunakan Pixel 6 Pro (daya tahan baterai cukup rata-rata (4-5 jam) terus-menerus memanas, tidak dapat merekam video karena mati karena panas berlebih)
Tetapi S23 Ultra ini sangat bagus... Tidak ada penyesalan sama sekali......
BACA SELENGKAPNYA",,,"Kamera dan daya tahan baterai yang luar biasa.... Diupgrade dari Samsung Note 9 ke Pixel 6 Pro dan Akhirnya ke S23 Ultra...
Sangat senang dengan pembelian ini... Jepretan malam hari sangat bagus dibandingkan dengan Pixel....
Daya tahan baterainya luar biasa... Dengan wifi, saya mendapatkan waktu layar menyala sekitar 7-8 jam pada penggunaan berat...
Menggunakan Pixel 6 Pro (daya tahan baterai cukup rata-rata (4-5 jam) terus-menerus memanas, tidak dapat merekam video karena mati karena panas berlebih)
Tetapi S23 Ultra ini sangat bagus... Tidak ada penyesalan sama sekali......
BACA SELENGKAPNYA ",kamera daya tahan baterai diupgrade note pixel s23 ultra senang beli jepret malam bagus banding pixel daya tahan baterai wifi layar nyala jam guna berat pixel daya tahan baterai ratarata jam terusmenerus panas rekam video mati panas lebih s23 ultra bagus sesal baca lengkap,0,0,0,0,0,0,0,0,0,0,1,0
Produknya bagus tapi tolong beri petunjuk kepada pembeli tentang cara mengklaim penawaran jam tangan dan kuncup,,,Produknya bagus tapi tolong beri petunjuk kepada pembeli tentang cara mengklaim penawaran jam tangan dan kuncup ,produk bagus tolong tunjuk beli klaim tawar jam tangan kuncup,0,0,0,0,0,0,0,0,0,0,0,0
Beralih dari 13 pro max. Saya pikir saya telah membuat keputusan terbaik untuk tidak beralih ke 14 pro,,,Beralih dari 13 pro max. Saya pikir saya telah membuat keputusan terbaik untuk tidak beralih ke 14 pro ,alih pikir putus baik alih,0,0,0,0,0,0,0,0,0,0,0,0
"Ponsel yang luar biasa, pengalaman yang luar biasa ð",,,"Ponsel yang luar biasa, pengalaman yang luar biasa ð ",ponsel alam,0,0,0,0,0,0,1,0,0,0,0,0
"Kesederhanaan adalah desain terbaik, benar-benar luar biasa dalam segala aspek, perangkat terbaik yang pernah saya miliki sejauh ini, lebih baik dalam segala aspek daripada yang digigit ð",,,"Kesederhanaan adalah desain terbaik, benar-benar luar biasa dalam segala aspek, perangkat terbaik yang pernah saya miliki sejauh ini, lebih baik dalam segala aspek daripada yang digigit ð ",sederhana desain baik benarbenar aspek perangkat baik milik aspek gigit,0,0,0,0,0,0,0,0,0,0,0,0
"Ini adalah produk yang luar biasa dan saya mendapatkannya dengan harga yang luar biasa di flipkart, banyak sekali penawaran dan harga tukar pada perangkat seluler lama yang ditawarkan oleh flipkart",,,"Ini adalah produk yang luar biasa dan saya mendapatkannya dengan harga yang luar biasa di flipkart, banyak sekali penawaran dan harga tukar pada perangkat seluler lama yang ditawarkan oleh flipkart ",dapat harga flipkart tawar harga tukar perangkat seluler tawar flipkart,0,0,0,0,0,0,0,0,0,0,0,0
"Aku jatuh cinta, aku bilang pada kalian kalau kalian punya anggaran, lakukan saja.",,,"Aku jatuh cinta, aku bilang pada kalian kalau kalian punya anggaran, lakukan saja. ",jatuh cinta bilang anggar laku,0,0,0,0,0,0,0,0,0,0,0,0
"Produknya bagus, tetapi situs web Flipkart-nya jelek.
Tidak ada cara untuk mendapatkan Watch 4 dan Earbuds 2 dengan harga diskon seperti yang disebutkan di halaman prapemesanan.
Sudah mendapatkan ponselnya empat hari lalu, tetapi masih belum ada cara untuk menukarkannya.",,,"Produknya bagus, tetapi situs web Flipkart-nya jelek.
Tidak ada cara untuk mendapatkan Watch 4 dan Earbuds 2 dengan harga diskon seperti yang disebutkan di halaman prapemesanan.
Sudah mendapatkan ponselnya empat hari lalu, tetapi masih belum ada cara untuk menukarkannya. ",produk bagus situs web flipkartnya jelek watch earbuds harga diskon halaman prapemesanan ponselnya tukar,0,0,0,0,0,0,0,0,0,0,0,0
Bagus sekali ð,,,Bagus sekali ð ,bagus,0,2,0,0,0,0,0,0,0,0,0,0
"Produk yang luar biasa, harga yang bagus",,,"Produk yang luar biasa, harga yang bagus ",harga bagus,0,2,0,0,0,0,0,0,0,0,0,0
Ponsel terbaik sepanjang masa,,,Ponsel terbaik sepanjang masa ,ponsel baik,0,0,0,0,0,0,1,0,0,0,0,0
"Spesifikasi terbaik.
Perlu membeli pengisi daya secara terpisah untuk dukungan penuh 45W.
Pengisian dayanya memakan waktu 60 menit dan waktu layar menyala 6-7 jam.
Jaraknya hampir 10-15 km dari rumah saya dan zoom serta kejelasan setelah mengambil gambar sungguh mengagumkan.
Harus membeli yang ini karena fiturnya lebih sedikit daripada Apple. Potretnya juga bagus. Secara keseluruhan bagus tetapi sedikit lebih mahal jika dibandingkan dengan harga AS.",,,"Spesifikasi terbaik.
Perlu membeli pengisi daya secara terpisah untuk dukungan penuh 45W.
Pengisian dayanya memakan waktu 60 menit dan waktu layar menyala 6-7 jam.
Jaraknya hampir 10-15 km dari rumah saya dan zoom serta kejelasan setelah mengambil gambar sungguh mengagumkan.
Harus membeli yang ini karena fiturnya lebih sedikit daripada Apple. Potretnya juga bagus. Secara keseluruhan bagus tetapi sedikit lebih mahal jika dibandingkan dengan harga AS. ",spesifikasi baik beli isi daya pisah dukung penuh isi daya makan menit layar nyala jam jarak rumah zoom jelas ambil gambar sungguh kagum beli fiturnya potret bagus bagus mahal banding harga as,0,0,0,0,0,0,0,0,0,0,0,0
Luar biasa ð,,,Luar biasa ð ,,0,0,0,0,0,0,0,0,0,0,0,0
Lebih baik aku menelepon,,,Lebih baik aku menelepon ,telepon,0,0,0,0,0,0,0,0,0,0,0,0
"Baterai-
Ponsel akan mempelajari pola penggunaan jadi bersabarlah dan setelah beberapa hari Anda akan mendapatkan masa pakai baterai yang luar biasa.

Kamera-
Sangat bagus seperti yang disebutkan oleh orang lain. Jika objek memiliki detail maka 100x berfungsi dengan baik, jika tidak maka akan menjadi buram. Saya sarankan untuk menggunakan hingga 80x.

Ukuran- Ya, ini ponsel yang besar karena termasuk dalam seri Note.

Layar- sangat kuat jika Anda melihat ponsel lain, baru Anda akan menyadari dan merasakannya. Mata saya tidak pernah perih bahkan setelah 5 jam penggunaan tanpa henti.

Kecepatan Pengisian Daya- Beli hanya yang asli...
BACA SELENGKAPNYA",,,"Baterai-
Ponsel akan mempelajari pola penggunaan jadi bersabarlah dan setelah beberapa hari Anda akan mendapatkan masa pakai baterai yang luar biasa.

Kamera-
Sangat bagus seperti yang disebutkan oleh orang lain. Jika objek memiliki detail maka 100x berfungsi dengan baik, jika tidak maka akan menjadi buram. Saya sarankan untuk menggunakan hingga 80x.

Ukuran- Ya, ini ponsel yang besar karena termasuk dalam seri Note.

Layar- sangat kuat jika Anda melihat ponsel lain, baru Anda akan menyadari dan merasakannya. Mata saya tidak pernah perih bahkan setelah 5 jam penggunaan tanpa henti.

Kecepatan Pengisian Daya- Beli hanya yang asli...
BACA SELENGKAPNYA ",baterai ponsel ajar pola guna sabar pakai baterai kamera bagus orang objek milik detail fungsi buram saran ukur ya ponsel seri note layar kuat ponsel sadar rasa mata perih jam guna henti cepat isi daya beli asli baca lengkap,0,0,0,0,0,0,2,0,0,0,2,0
"Ini adalah ponsel pintar terbaik tahun 2023
Kualitas gambar dan videonya luar biasa.",,,"Ini adalah ponsel pintar terbaik tahun 2023
Kualitas gambar dan videonya luar biasa. ",ponsel pintar baik kualitas gambar video,0,0,0,0,0,0,1,0,0,0,0,0
"Pertama kali Anda melihatnya, tidak begitu mengesankan, tetapi begitu Anda menyentuhnya, betapa mengagumkannya. Perangkat ini estetis dan terlihat lebih baik dengan banyak cahaya di sekitarnya. Phantom black-nya mengagumkan.

Mengenai kamera, kamera ini lebih baik daripada ponsel mana pun di luar sana. Saat saya mengatakan ponsel apa pun yang menyertakan iPhone juga. Pertama kali dalam hidup saya, saya tidak ingin menambahkan filter atau mengedit foto saya. Foto-foto saya sempurna. Detail sempurna, warna sempurna, dan resolusi terbaik. Meskipun nightmo...
BACA SELENGKAPNYA",,,"Pertama kali Anda melihatnya, tidak begitu mengesankan, tetapi begitu Anda menyentuhnya, betapa mengagumkannya. Perangkat ini estetis dan terlihat lebih baik dengan banyak cahaya di sekitarnya. Phantom black-nya mengagumkan.

Mengenai kamera, kamera ini lebih baik daripada ponsel mana pun di luar sana. Saat saya mengatakan ponsel apa pun yang menyertakan iPhone juga. Pertama kali dalam hidup saya, saya tidak ingin menambahkan filter atau mengedit foto saya. Foto-foto saya sempurna. Detail sempurna, warna sempurna, dan resolusi terbaik. Meskipun nightmo...
BACA SELENGKAPNYA ",kali kesan sentuh betapa kagum perangkat estetis cahaya phantom blacknya kagum kamera kamera ponsel ponsel serta kali hidup filter edit foto fotofoto sempurna detail sempurna warna sempurna resolusi baik nightmo baca lengkap,0,0,0,0,0,0,2,0,0,0,0,0
